Rank,URL,Title,Country,Air Date,Time Slot,Episodes,Runtime,Network,Director,Writer,Leads,Leads_Likes,Leads_Max,Score,Voter,Watchers,Genre,Tag
1007,https://mydramalist.com/18556-baek-hee-has-returned/cast,Baek Hee Has Returned, South Korea ," Jun  6, 2016 - Jun 14, 2016"," Monday, Tuesday", 4, 57 min.,KBS2,/people/21340-cha-young-hoon,/people/16426-im-sang-choon,"/people/2144-kang-ye-won, /people/1734-jin-ji-hee, /people/845-kim-sung-oh, /people/4238-choi-dae-chul, /people/1197-in-gyo-jin",289.4,709,7.7,1078,2545,"Comedy, Romance, Drama","Miniseries, Island Setting, Single Mother Female Lead, Leave Home, Childhood Sweethearts, Long-lost Father, Return To Hometown, Multiple Mains, Teenage Pregnancy, Family"
1008,https://mydramalist.com/14342-late-night-restaurant/cast,Late Night Restaurant, South Korea ," Jul  4, 2015 - Sep  5, 2015", Saturday, 20, 30 min.,SBS,/people/15940-hwang-in-roe,n/a,/people/1198-kim-seung-woo,52.0,52,7.8,616,2534,"Food, Life, Drama","Episodic Format, Life Lesson, Calm Male Lead, Strong Male Lead, Nice Male Lead, Restaurant Setting, Restaurateur Male Lead, Chef Male Lead, Cooking, Adapted From A Manga"
1009,https://mydramalist.com/14931-awl/cast,Awl, South Korea ," Oct 24, 2015 - Nov 29, 2015"," Saturday, Sunday", 12, 1 hr. 5 min.,jTBC,/people/21008-kim-seok-yoon,"/people/21003-lee-nam-gyu, /people/17756-kim-soo-jin","/people/512-ji-hyun-woo, /people/1530-ahn-nae-sang",799.0,1051,7.7,565,2519,"Life, Drama","Workplace Abuse, Adapted From A Webtoon, Based On True Story"
1010,https://mydramalist.com/16975-the-master-of-revenge/cast,The Master of Revenge, South Korea ," Apr 27, 2016 - Jun 30, 2016"," Wednesday, Thursday", 20, 1 hr. 3 min.,KBS2,/people/80099-im-se-joon,/people/26681-chae-seung-dae,"/people/338-chun-jung-myung, /people/1478-jo-jae-hyun, /people/196-jung-yoo-mi, /people/996-lee-sang-yeob, /people/9347-gong-seung-yeon",763.0,1569,7.5,676,2516,"Food, Mystery, Drama, Melodrama","Chef Male Lead, Adapted From A Manhwa, Revenge, Cooking, Investigation"
1011,https://mydramalist.com/13121-house-of-bluebird/cast,House of Bluebird, South Korea ," Feb 21, 2015 - Aug  9, 2015"," Saturday, Sunday", 50, 60 min.,KBS2,/people/21019-ji-byung-hyun,"/people/16057-choi-hyun-kyung, /people/17481-park-pil-joo","/people/843-lee-joon-hyuk, /people/9225-chae-soo-bin, /people/996-lee-sang-yeob, /people/2690-kyung-soo-jin",1599.0,3008,7.4,795,2515,"Comedy, Romance, Drama","Calm Male Lead, Poor Male Lead, Childhood Friends' Relationship, Found Family, Orphan Male Lead, Love Triangle, Family, Friendship"
1012,https://mydramalist.com/26080-sound-of-your-heart-reboot-jerks/cast,The Sound of Your Heart: Reboot, South Korea ," Oct 29, 2018", Monday, 10, 35 min.,"KBS2, Naver TV Cast, Netflix",n/a,/people/114225-park-yeon-kyung,"/people/546-sung-hoon, /people/1811-kwon-yoo-ri",2401.0,4096,7.4,926,2512,"Comedy, Family, Sitcom","Adapted From A Webtoon, Miniseries, Web Series"
1013,https://mydramalist.com/3945-the-wedding-scheme/cast,The Wedding Scheme , South Korea ," Apr  2, 2012 - May 22, 2012"," Monday, Tuesday", 16, 45 min.,tvN,/people/58055-lee-min-woo,n/a,"/people/277-kang-hye-jung, /people/1190-lee-kyu-han, /people/1786-lee-min-woo, /people/689-lee-young-eun",140.75,298,7.1,1103,2502,"Comedy, Romance, Family","Sisters' Relationship, Mother-Daughter Relationship, Illness, Boss-Employee Relationship, Marriage"
1014,https://mydramalist.com/8125-one-warm-word/cast,One Warm Word, South Korea ," Dec  2, 2013 - Feb 24, 2014"," Monday, Tuesday", 20, 1 hr. 5 min.,SBS,/people/27353-choi-young-hoon,/people/16015-ha-myung-hee,"/people/796-han-hye-jin, /people/404-ji-jin-hee, /people/1212-kim-jee-soo, /people/1782-lee-sang-woo",490.75,1026,7.2,854,2491,"Life, Drama, Family, Melodrama","Slight Romance, Infidelity"
1015,https://mydramalist.com/12130-unkind-women/cast,Unkind Women, South Korea ," Feb 25, 2015 - May 14, 2015"," Wednesday, Thursday", 24, 1 hr. 10 min.,KBS2,"/people/17130-han-sang-woo, /people/20264-yoo-hyun-ki",/people/16179-kim-in-young,"/people/1869-kim-hye-ja, /people/1276-chae-shi-ra, /people/2423-do-ji-won, /people/4071-lee-ha-na",180.5,394,7.5,748,2476,"Comedy, Romance, Drama","Sismance, Female Centered Plot, Announcer Female Lead, Teacher Female Lead, Kendo, Calm Male Lead, Family, Friendship"
1016,https://mydramalist.com/15103-alchemist/cast,Alchemist, South Korea ," Oct  5, 2015 - Oct 22, 2015",n/a, 12, 15 min.,MBC every1,n/a,n/a,"/people/10281-heo-young-ji, /people/5431-han-ki-woong",114.5,155,7.2,700,2472,"Comedy, Romance, Youth, Drama","Age Gap [Real Life], Short Length Series, University, Love At First Sight, Web Series, Student, Multiple Couples, School, Friendship"
1017,https://mydramalist.com/11276-the-best-future/cast,The Best Future, South Korea ," Oct 28, 2014 - Nov 25, 2014", Tuesday, 5, 15 min.,Naver TV Cast,n/a,n/a,"/people/5313-bang-min-ah, /people/6214-seo-kang-joon",3732.5,6926,6.8,636,2461,"Music, Comedy, Romance, Youth","Short Length Series, Idol Trainee, Musical, Miniseries, Cohabitation, Web Series"
1018,https://mydramalist.com/33232-it-s-okay-to-be-sensitive-2/cast,It's Okay To Be Sensitive 2, South Korea ," Feb  1, 2019 - Mar  5, 2019"," Tuesday, Friday", 10, 14 min.,"Naver TV Cast, vLive",n/a,/people/36087-choi-sun-mi,"/people/10692-yoo-hye-in, /people/21356-lee-shin-yeong, /people/21423-jung-hye-rin, /people/23031-kim-min-seo",246.0,724,7.9,894,2460,"Comedy, Romance, Youth, Drama","Challenges, Sexual Harassment, Feminist Message, Miniseries, Web Series, Sismance, Workplace Setting, Female Centered Plot, Supportive Male Lead, Sexism"
1019,https://mydramalist.com/6788-golden-empire/cast,Golden Empire, South Korea ," Jul  1, 2013 - Sep 17, 2013"," Monday, Tuesday", 24, 1 hr. 3 min.,SBS,/people/20962-jo-nam-gook,/people/16021-park-kyung-soo,"/people/299-go-soo, /people/3391-son-hyun-joo, /people/339-lee-yo-won",481.0,642,7.5,620,2445,"Business, Drama","Workplace Politics, Greed, Power Struggle, Ambition, Revenge, Murder, Family"
1020,https://mydramalist.com/705981-cleaning-up/cast,Cleaning Up, South Korea ," Jun  4, 2022 - Jul 24, 2022"," Saturday, Sunday", 16, 1 hr. 10 min.,jTBC,/people/18914-yoon-sung-shik,/people/20951-choi-kyung-mi,"/people/835-yum-jung-ah, /people/1730-jun-so-min, /people/7522-lee-moo-saeng, /people/4461-kim-jae-hwa, /people/9481-na-jong-chan",383.8,805,7.6,468,2445,"Comedy, Crime, Drama","Co-workers' Relationship, Non-MDL Remake, Broker Male Lead, Public Officer Supporting Character, Ex-spouse Relationship, Manager Supporting Character, Female Centered Plot, Loan Shark Supporting Character, Janitor Supporting Character, Janitor Female Lead"
1021,https://mydramalist.com/11942-my-heart-twinkle-twinkle/cast,My Heart Twinkle Twinkle, South Korea ," Jan 17, 2015 - Apr 12, 2015"," Saturday, Sunday", 26, 1 hr. 10 min.,SBS,/people/104895-kim-yoo-jin,/people/23357-jo-jung-seon,"/people/1639-jang-shin-young, /people/398-bae-soo-bin, /people/1213-nam-bo-ra, /people/2485-lee-tae-im",174.75,395,7.2,702,2439,"Romance, Drama, Family, Melodrama","Multiple Couples, Obsessive Male Lead, Possessive Male Lead, Death, Antihero, Obsession, Power Struggle, Unrequited Love, Death Of A Mother, Company President (CEO) Male Lead"
1022,https://mydramalist.com/4713-the-great-seer/cast,The Great Seer, South Korea ," Oct 10, 2012 - Feb  7, 2013"," Wednesday, Thursday", 35, 1 hr. 5 min.,SBS,/people/17261-lee-yong-seok,"/people/17262-nam-sun-nyun, /people/17263-park-sang-hee","/people/469-ji-sung, /people/404-ji-jin-hee, /people/609-kim-so-yeon, /people/1219-song-chang-eui, /people/1254-lee-yoon-ji",1940.6,6957,7.3,759,2435,"Historical, Romance, Supernatural, War","Clairvoyance, Historical Fiction, Retrocognition, Special Power, Precognition, Goryeo Dynasty, Joseon Dynasty, Political"
1023,https://mydramalist.com/682225-duke-city/cast,Artificial City, South Korea ," Dec  8, 2021 - Feb 10, 2022"," Wednesday, Thursday", 20, 1 hr. 10 min.,jTBC,/people/26633-jun-chang-geun,/people/61805-son-se-dong,"/people/312-soo-ae, /people/1267-kim-kang-woo, /people/1666-kim-mi-sook, /people/67593-lee-yi-dam, /people/9890-lee-hak-joo",404.2,839,7.2,374,2431,"Thriller, Mystery, Psychological, Drama","Father-in-law - Daughter-in-law Relationship, News Presenter Male Lead, Foundation Director Female Lead, Mother-in-law - Daughter-in-law Relationship, Married Life, Ambitious Female Lead, Popular Male Lead, Society, Conglomerate, Greed"
1024,https://mydramalist.com/697397-desire/cast,Sponsor, South Korea ," Feb 23, 2022 - Apr  6, 2022"," Wednesday, Thursday", 12, 56 min.,"MBN, Viki",/people/21234-kwak-gi-won,/people/21235-park-gye-hyung,"/people/4755-lee-ji-hoon, /people/635-han-chae-young, /people/21523-ji-e-suu, /people/17680-koo-ja-sung",341.25,711,6.4,286,2418,"Thriller, Romance, Drama","Suspense, Editor Male Lead, Actress Female Lead, Poverty, Hardworking Male Lead, Hardworking Female Lead, Greed, Modeling, Disease, Photography"
1025,https://mydramalist.com/31600-what-s-the-problem-poong-sang/cast,Liver or Die, South Korea ," Jan  9, 2019 - Mar 14, 2019"," Wednesday, Thursday", 40, 30 min.,KBS2,"/people/22513-jin-hyung-wook, /people/22522-lee-hyun-suk",/people/22520-moon-young-nam,"/people/2422-yoo-joon-sang, /people/1122-oh-ji-ho, /people/4947-jun-hye-bin, /people/348-lee-shi-young, /people/15194-lee-chang-yup",472.2,1135,7.6,668,2416,"Comedy, Romance, Drama","Middle-Aged Male Lead, Stepbrothers' Relationship, Age Gap [Drama Life], Age Gap [Real Life], Doctor Female Lead, Brothers' Relationship, Raised By Elder Brother, Brother-Sister Relationship, Flashback To Past, Conflict"
1026,https://mydramalist.com/34172-money-game/cast,Money Game, South Korea ," Jan 15, 2020 - Mar  5, 2020"," Wednesday, Thursday", 16, 1 hr. 10 min.,tvN,/people/17299-kim-sang-ho,/people/36227-lee-young-mi,"/people/299-go-soo, /people/1658-lee-sung-min, /people/1643-shim-eun-kyung",443.6666666666667,610,7.8,533,2400,"Mystery, Business, Drama, Political","Power Struggle, Corruption, Teamwork, Investigation, Hardworking Female Lead, Greed, Office Worker, Injustice, Strong Female Lead, Character Development"
1027,https://mydramalist.com/29271-hide-and-seek/cast,Hide and Seek, South Korea ," Aug 25, 2018 - Nov 17, 2018", Saturday, 48, 30 min.,MBC,/people/17528-shin-yong-hwi,/people/22004-seol-kyung-eun,"/people/2521-lee-yoo-ri, /people/1219-song-chang-eui, /people/2886-uhm-hyun-kyung, /people/5404-kim-young-min",402.25,894,7.5,610,2399,"Romance, Drama, Melodrama","Rich Female Lead, Strong Female Lead, Independent Female Lead, Smart Female Lead, Mental Illness, Antihero, Childhood Friends' Relationship, Heiress Female Lead, Age Gap [Real Life], Competent Male Lead"
1028,https://mydramalist.com/9337-golden-cross/cast,Golden Cross, South Korea ," Apr  9, 2014 - Jun 19, 2014"," Wednesday, Thursday", 20, 60 min.,KBS2,/people/21120-hong-seok-goo,/people/16187-yoo-hyun-mi,"/people/295-han-eun-jung, /people/1267-kim-kang-woo, /people/1255-uhm-ki-joon, /people/1191-jung-bo-seok, /people/348-lee-shi-young",486.8,1135,7.3,678,2392,"Thriller, Romance, Drama, Melodrama","Revenge, Double Identity, Suspense"
1029,https://mydramalist.com/4244-the-chaser-2012/cast,The Chaser, South Korea ," May 28, 2012 - Jul 17, 2012"," Monday, Tuesday", 16, 1 hr. 5 min.,SBS,"/people/16191-jin-hyeok, /people/20962-jo-nam-gook, /people/15991-jo-young-kwang",/people/16021-park-kyung-soo,"/people/3391-son-hyun-joo, /people/1596-kim-sang-joong",261.0,331,7.7,465,2388,"Action, Thriller, Mystery","Investigation, Detective, Reporter Supporting Character, Conspiracy, Corruption, Suspense"
1030,https://mydramalist.com/709057-boys-flight-2/cast,Hope or Dope 2, South Korea ," May 31, 2022", Tuesday, 8, 30 min.,n/a,/people/83441-jo-yong-ik,/people/43507-jung-soo-yoon,"/people/69489-won-ji-an, /people/7652-yoon-chan-young, /people/74083-yoon-hyun-soo, /people/18156-lee-se-jin, /people/72697-yang-seo-hyun",398.6,1024,7.9,807,2386,"Youth, Drama","Countryside Setting, Teenager Male Lead, Slight Romance, Miniseries, Drugs, Web Series, Noir, Friendship"
1031,https://mydramalist.com/4711-horse-doctor/cast,Horse Doctor, South Korea ," Oct  1, 2012 - Mar 25, 2013"," Monday, Tuesday", 50, 1 hr. 5 min.,MBC,"/people/21578-choi-jeong-gyoo, /people/34825-lee-byung-hoon",/people/20857-kim-yi-young,"/people/298-jo-seung-woo, /people/339-lee-yo-won",1049.5,1457,7.8,751,2382,"Historical, Romance, Drama, Medical","Veterinarian Male Lead, Childhood Acquaintance, Smart Female Lead, Smart Male Lead, Blood"
1032,https://mydramalist.com/23191-people-you-may-know/cast,People You May Know, South Korea ," Jul 31, 2017 - Aug 11, 2017"," Monday, Tuesday, Wednesday, Thursday, Friday", 10, 15 min.,"jTBC, Naver TV Cast",/people/56189-im-hyun-wook,n/a,"/people/2550-choi-soo-young, /people/1987-lee-won-geun, /people/8014-shim-hee-sub",1354.0,2264,7.4,557,2368,"Romance, Life, Drama, Melodrama","Short Length Series, Grief, College To Working Life, Memories, Break Up, Car Accident, Past And Present, Different Timelines, Love At First Sight, Miniseries"
1033,https://mydramalist.com/15656-sweet-savage-family/cast,"Sweet, Savage Family", South Korea ," Nov 18, 2015 - Jan 14, 2016"," Wednesday, Thursday", 16, 1 hr. 3 min.,MBC,/people/28339-kang-dae-sun,/people/42523-son-geun-joo,"/people/1562-moon-jung-hee, /people/1165-jung-joon-ho, /people/2883-yoo-sun, /people/255-jung-woong-in, /people/2828-kim-eung-soo",183.0,354,7.3,502,2367,"Action, Comedy, Romance, Drama","MDL Remake, Gangster Male Lead, Family Relationship, Blackmail, Black Comedy, Corruption, Family"
1034,https://mydramalist.com/24625-i-am/cast,I Am..., South Korea ," Jul 24, 2017 - Jul 29, 2017"," Monday, Tuesday, Wednesday, Thursday, Friday, Saturday", 6, 15 min.,Naver TV Cast,/people/19001-hwang-gyeong-seong,n/a,"/people/12424-jung-chae-yeon, /people/28905-park-sun-woo",341.5,676,7.0,1066,2359,"Comedy, Romance, Youth, Sci-Fi","Teenager Female Lead, Short Length Series, Brother-Sister Relationship, Miniseries, High School, Android, Artificial Intelligence, Robot, Web Series, Student"
1035,https://mydramalist.com/31940-gangnam-scandal/cast,Gangnam Scandal, South Korea ," Nov 26, 2018 - May 17, 2019"," Monday, Tuesday, Wednesday, Thursday, Friday", 123, 35 min.,SBS,/people/21760-yoon-ryu-hae,/people/18242-park-hye-ryun,"/people/21367-shin-go-eun, /people/4897-im-yoon-ho, /people/193-seo-do-young, /people/21503-hwang-bo-mi, /people/3626-bang-eun-hee",47.2,89,7.4,378,2357,"Business, Comedy, Romance, Melodrama","Childhood Friends' Relationship, Workplace Setting, Swindler Female Lead, Stylist Female Lead, Psychopath Supporting Character, Heir Male Lead, Fashion Industry, Brother-Sister Relationship, Grandpa-Granddaughter Relationship, Childhood Sweethearts"
1036,https://mydramalist.com/684039-birth-of-tragedy/cast,The Road: The Tragedy of One, South Korea ," Aug  4, 2021 - Sep  9, 2021"," Wednesday, Thursday", 12, 1 hr. 20 min.,tvN,/people/67739-kim-no-won,/people/67741-yoon-hee-jung,"/people/404-ji-jin-hee, /people/1068-yoon-se-ah, /people/2725-kim-hye-eun",584.3333333333334,1026,7.4,548,2351,"Thriller, Mystery, Drama","Rich Female Lead, Greed, Tough Past, Popular Male Lead, Adapted From A Novel, Melodrama, Suspense, Investigation, Ambition, Antihero"
1037,https://mydramalist.com/54775-true-ending/cast,True Ending, South Korea ," Nov 21, 2019 - Jan 23, 2020", Thursday, 10, 10 min.,vLive,n/a,n/a,"/people/17097-lee-yoo-kyung, /people/17099-karin, /people/39475-choi-kyung-hoon",104.66666666666667,292,7.2,766,2342,"Romance, Youth","Unrequited Love, Web Series, Friendship, Best Friends' Relationship, Ex-Best Friend Comes Back, Two Timelines, Regret, Healing, Interview, Miniseries"
1038,https://mydramalist.com/38945-miss-independent-ji-eun-2/cast,Miss Independent Ji Eun 2, South Korea ," Jul 16, 2019 - Sep  6, 2019"," Tuesday, Friday", 16, 20 min.,vLive,n/a,n/a,"/people/21332-kim-s-i-eun, /people/15882-cha-in-ha",359.5,489,7.9,996,2335,"Romance, Life, Youth","Hardworking Female Lead, University, Steamy Kiss, Web Series, Student, School, Friendship"
1039,https://mydramalist.com/6199-the-virus/cast,The Virus, South Korea ," Mar  1, 2013 - May  3, 2013", Friday, 10, 60 min.,OCN,/people/20947-lee-jong-jae,/people/22628-lee-myung-seok,/people/1255-uhm-ki-joon,512.0,512,7.4,695,2306,"Thriller, Mystery, Medical","Investigation, Suspense, Strong Male Lead, Pandemic, Disease, Infectious Disease, Virus, Miniseries, Death, Disaster"
1040,https://mydramalist.com/706039-beyond-the-memory/cast,Yonder, South Korea ," Oct 14, 2022 - Oct 21, 2022", Friday, 6, 30 min.,TVING,/people/6012-lee-jun-ik,/people/76089-oh-seung-hyun,"/people/287-shin-ha-kyun, /people/1225-han-ji-min, /people/289-jung-jin-young, /people/10706-lee-jung-eun",807.25,1737,7.5,434,2293,"Life, Drama, Sci-Fi, Melodrama","Adapted From A Novel, Widower Male Lead, Slight Mystery, Virtual Reality, Future, Miniseries, Immortality, Death, Cancer"
1041,https://mydramalist.com/708001-the-world-of-my-17-season-2/cast,The World of My 17 Season 2, South Korea ," Dec 15, 2021 - Jan 14, 2022"," Wednesday, Friday", 10, 25 min.,"Naver TV Cast, vLive",n/a,n/a,"/people/20138-choi-ye-na, /people/48303-lee-won-jung, /people/15648-yoo-sun-ho, /people/44891-han-ji-hyo, /people/28485-han-chae-kyung",134.8,304,7.7,866,2286,"Youth, Drama","Best Friends' Relationship, Teenager Supporting Character, Teenager Female Lead, Slight Romance, Multiple Mains, Miniseries, High School, Web Series, Student, Sismance"
1042,https://mydramalist.com/685329-100-era/cast,100% Era, South Korea ," Jan  7, 2021 - Feb 25, 2021", Thursday, 8, 15 min.,n/a,n/a,n/a,"/people/21661-yoo-jung-woo, /people/12046-lee-soo-min",194.0,196,7.5,896,2282,"Romance, Youth","COVID-19, Rivalry, Steamy Kiss, Miniseries, High School, Web Series, Love/Hate Relationship, Mother-Daughter Relationship, Childhood Friends' Relationship, Mild Sexual Content"
1043,https://mydramalist.com/15154-under-the-black-moonlight/cast,Under the Black Moonlight, South Korea ," May 24, 2016 - May 26, 2016", Tuesday, 9, 10 min.,SBS,n/a,n/a,"/people/9598-nam-tae-hyun, /people/2803-kim-seo-ra, /people/3506-kim-soo-yeon",80.66666666666667,172,6.2,864,2276,"Thriller, Mystery, Horror, Drama","Suspense, Short Length Series, Animal Abuse, Visual Arts, Selfish Mother, Miniseries, Mother-Son Relationship, Death, Student, Revenge"
1044,https://mydramalist.com/5415-jeon-woo-chi/cast,Jeon Woo Chi, South Korea ," Nov 21, 2012 - Feb  7, 2013"," Wednesday, Thursday", 24, 1 hr. 10 min.,KBS2,"/people/22951-park-jin-suk, /people/28719-kang-il-soo",/people/28625-jo-myung-joo,"/people/284-cha-tae-hyun, /people/213-uee, /people/1885-lee-hee-joon",857.0,1418,7.1,588,2274,"Action, Adventure, Historical, Comedy, Romance, Martial Arts, Supernatural",Adapted From A Novel
1045,https://mydramalist.com/26559-4-kinds-of-house/cast,4 Kinds of House, South Korea ," Jan 29, 2018 - Jan 31, 2018", Monday, 4, 30 min.,"MBC every1, Naver TV Cast",n/a,n/a,"/people/18046-zuny, /people/1559-lee-jae-jin, /people/18598-nam-yoon-soo, /people/18600-nam-yi-an",343.0,1147,7.4,771,2273,"Music, Comedy, Romance, Life","Cohabitation, Cross-Dressing, Web Series, Miniseries, Chef Female Lead, Enemies To Lovers, Friendship, Food"
1046,https://mydramalist.com/28480-tommorow-is-sunny-as-well/cast,Sunny Again Tomorrow, South Korea ," May  7, 2018 - Nov  2, 2018"," Monday, Tuesday, Wednesday, Thursday, Friday", 121, 35 min.,KBS1,/people/28519-uh-soo-sun,/people/20579-kim-min-joo,"/people/14261-seol-in-ah, /people/10052-jin-joo-hyung, /people/1849-ha-seung-ri, /people/8082-lee-chang-wook",429.0,1303,7.7,719,2265,"Romance, Drama","Mother-Daughter Relationship, Family Secret, Cold Man/Warm Woman, Hardworking Female Lead, Male Chases Female First, Disapproving Family, Fashion Industry, Soap Opera, Enemies To Lovers, Rich Male Lead"
